pubmed_id,abstract,topic
7331774,"Ophthalmic changes from age of 10 to 18 years. A longitudinal study of sequels to low birth weight. I. Refraction. A report is given on refractive changes (delta R) from age of 10 to 18 years. The 1979 follow-up comprises 137 persons who had earlier (around 1970) participated in a larger investigation into ophthalmic sequels to a low birth weight (n = 539). In general (127 out of 137), there is a shift towards lower dioptric values (increase in refraction). Seven remained static while three showed a slight decrease in refraction (0.25-0.5 D). Adult emme- and hypermetropia show a median delta R about 0.7 D (increase) during adolescence, against median values of 1.7 and 2.5 D in juvenile myopia, of ex-prematures and full-terms respectively. With a median delta R of 1.2 D, 'myopia of prematurity' occupies an intermediate position (21 eyes of 13 subjects). Except for this subgroups, there is no evidence that low birth weight has influenced refractive distribution. With a (planned) skewing towards myopia, the 1979-sample cannot be considered epidemiologically representative, as was the original 1970-material. Concerning the latter, the 18-year incidence of myopia is given as 17.6% for ex-prematures and 13.1% for fullterms (minimum figures, based on school medical records).",Immunology
7330238,[Current problems in infectious diseases in Polish children]. ,Immunology
7329322,Chromatographic assay on DEAE-cellulose for (2'-5')-oligo(A) synthesis in cell extracts. ,Immunology
7329152,Radiographic evaluation of the esophagus and its motor disorders. ,Immunology
7328044,"The arrangement of ameloblasts on the surface of maturing enamel of the rat incisor tooth. The location of striated border cells versus non-striated border cells during enamel maturation in the rat incisor was studied by light microscopy. Serial cross sections of the lower incisors were examined from a segment of the incisor in sections which also included the first molar tooth. In the series recorded here every cross section showed both striated and non-striated border cells. A map showing the distribution of cells on the enamel surface, as plotted from their position in each of the cross sections, reveals that the non-striated border cells traverse the enamel as oblique bands. Between the narrow bands of non-striated border cells were wide bands of striated border cells. The non-striated border cells were joined at their basal nuclear poles by contacts which appeared to separate the lateral inter-ameloblast space from the space between the papillary-ridge cells. Neither the striated border cells nor the non-striated border cells went entirely to the edge of the enamel organs. The above pattern of striated border cells and non-striated border cells is regarded to be a manifestation of the cyclical activity of maturation ameloblasts.",Immunology
7327638,Management of cyanotic congenital heart disease with increased pulmonary blood flow. ,Immunology
7327634,Indian childhood cirrhosis: a commentary. ,Immunology
7327632,Rational therapy for intestinal helminths. ,Immunology
7327182,"Kinetics of appearance of lipoprotein particles in perisinusoidal cisternae of smooth endoplasmic reticulum of isolated rat livers perfused with free fatty acid. Vesicles containing single lipoprotein particles are found in the perisinusoidal cytoplasm of rat hepatocytes in the proximity of particle-containing rough-smooth endoplasmic reticulum transition elements. these lipoprotein particle-containing smooth endoplasmic reticulum elements provide an alternative to Golgi apparatus as a supplier of very low density lipoprotein particles to the circulation. To test this possibility, the kinetics of appearance of lipoprotein particles in these elements was determined for isolated rat livers first depleted of particles and then perfused with free fatty acid to restore particles. The results show that elements of the smooth endoplasmic reticulum in the perisinusoidal cytoplasm acquire lipoprotein particles in advance of elements of the conventional Golgi apparatus and that the particles contained within the perisinusoidal elements of smooth endoplasmic reticulum are not products of endocytotic uptake of particles from the circulation.",Immunology
7326275,"Biofeedback of accommodation to reduce functional myopia. Functional myopia may be defined as the refractive condition of the eye due to spasm of the ciliary muscle. As a result of the ciliary muscle spasm, the crystalline lens becomes more convex, creating a myopic refractive condition. The normal increase and decrease in the refractive power of the crystalline lens is know as accommodation and is controlled by the autonomic nervous system innervation to the ciliary muscle. Previous studies have reported that voluntary control of accommodation is possible by biofeedback training (Cornsweet & Crane, 1973; Randle, 1970). The present research investigated the application of biofeedback control of accommodation to reduce functional myopia. A double-reversal, multiple-baseline design was used to conduct the experiment. The results revealed that the three adult male subjects achieved the preset criterion, a 1/2-diopter reduction from initial baseline to a subsequent baseline. Further analysis of the data revealed even greater changes between initial baseline and feedback periods. Although generalization to a nonexperimental environment was not trained, each subject showed a reduction in myopia and an increase in visual acuity. The results of the experiment clearly demonstrated that functional myopia is subject to voluntary control.",Immunology
